cp,municipality_name,province_slug
01193,Alegría-Dulantzi,vitoria
01450,Amurrio,vitoria
01468,Amurrio,vitoria
01470,Amurrio,vitoria
01160,Aramaio,vitoria
01165,Aramaio,vitoria
01169,Aramaio,vitoria
01474,Artziniega,vitoria
01478,Artziniega,vitoria
01211,Armiñón,vitoria
01220,Armiñón,vitoria
01510,Arratzua-Ubarrundia,vitoria
01520,Arratzua-Ubarrundia,vitoria
01208,Asparrena,vitoria
01250,Asparrena,vitoria
01260,Asparrena,vitoria
01408,Ayala/Aiara,vitoria
01476,Ayala/Aiara,vitoria
01477,Ayala/Aiara,vitoria
01479,Ayala/Aiara,vitoria
01307,Baños de Ebro/Mañueta,vitoria
01206,Barrundia,vitoria
01212,Berantevilla,vitoria
01118,Bernedo,vitoria
01128,Bernedo,vitoria
01194,Bernedo,vitoria
01216,Bernedo,vitoria
01110,Campezo/Kanpezu,vitoria
01117,Campezo/Kanpezu,vitoria
01138,Zigoitia,vitoria
01196,Zigoitia,vitoria
01308,Kripan,vitoria
01430,Kuartango,vitoria
01439,Kuartango,vitoria
01192,Elburgo/Burgelu,vitoria
01340,Elciego,vitoria
01309,Elvillar/Bilar,vitoria
01207,Iruraiz-Gauna,vitoria
01012,Labastida/Bastida,vitoria
01330,Labastida/Bastida,vitoria
01300,Laguardia,vitoria
01321,Laguardia,vitoria
01306,Lapuebla de Labarca,vitoria
01400,Laudio/Llodio,vitoria
01120,Arraia-Maeztu,vitoria
01129,Arraia-Maeztu,vitoria
01322,Moreda de Álava/Moreda Araba,vitoria
01409,Okondo,vitoria
01320,Oyón-Oion,vitoria
01213,Erriberagoitia/Ribera Alta,vitoria
01420,Erriberagoitia/Ribera Alta,vitoria
01423,Erriberagoitia/Ribera Alta,vitoria
01426,Erriberagoitia/Ribera Alta,vitoria
01428,Erriberagoitia/Ribera Alta,vitoria
01200,Agurain/Salvatierra,vitoria
01440,Urkabustaiz,vitoria
01449,Urkabustaiz,vitoria
01427,Valdegovía/Gaubea,vitoria
01170,Legutio,vitoria
01171,Legutio,vitoria
01001,Vitoria-Gasteiz,vitoria
01002,Vitoria-Gasteiz,vitoria
01003,Vitoria-Gasteiz,vitoria
01004,Vitoria-Gasteiz,vitoria
01005,Vitoria-Gasteiz,vitoria
01006,Vitoria-Gasteiz,vitoria
01007,Vitoria-Gasteiz,vitoria
01008,Vitoria-Gasteiz,vitoria
01009,Vitoria-Gasteiz,vitoria
01010,Vitoria-Gasteiz,vitoria
01013,Vitoria-Gasteiz,vitoria
01015,Vitoria-Gasteiz,vitoria
01191,Vitoria-Gasteiz,vitoria
01195,Vitoria-Gasteiz,vitoria
01130,Zuia,vitoria
01139,Zuia,vitoria
01230,Iruña Oka/Iruña de Oca,vitoria
02250,Abengibre,albacete
02152,Alatoz,albacete
02001,Albacete,albacete
02002,Albacete,albacete
02003,Albacete,albacete
02004,Albacete,albacete
02005,Albacete,albacete
02006,Albacete,albacete
02008,Albacete,albacete
02049,Albacete,albacete
02071,Albacete,albacete
02099,Albacete,albacete
02140,Albacete,albacete
02155,Albacete,albacete
02328,Albacete,albacete
02511,Albacete,albacete
02512,Albacete,albacete
02653,Albatana,albacete
02215,Alborea,albacete
02124,Alcadozo,albacete
02128,Alcadozo,albacete
02210,Alcalá del Júcar,albacete
02211,Alcalá del Júcar,albacete
02214,Alcalá del Júcar,albacete
02252,Alcalá del Júcar,albacete
02300,Alcaraz,albacete
02312,Alcaraz,albacete
02314,Alcaraz,albacete
02330,Alcaraz,albacete
02640,Almansa,albacete
02690,Alpera,albacete
02125,Ayna,albacete
02126,Ayna,albacete
02139,Ayna,albacete
02999,Ayna,albacete
02320,Balazote,albacete
02213,Balsa de Ves,albacete
02614,El Ballestero,albacete
02639,Barrax,albacete
02360,Bienservida,albacete
02130,Bogarra,albacete
02138,Bogarra,albacete
02448,Bogarra,albacete
02691,Bonete,albacete
02610,El Bonillo,albacete
02613,El Bonillo,albacete
02153,Carcelén,albacete
02151,Casas de Juan Núñez,albacete
02329,Casas de Lázaro,albacete
02212,Casas de Ves,albacete
02200,Casas-Ibáñez,albacete
02660,Caudete,albacete
02247,Cenizate,albacete
02693,Corral-Rubio,albacete
02461,Cotillas,albacete
02156,Chinchilla de Monte-Aragón,albacete
02510,Chinchilla de Monte-Aragón,albacete
02520,Chinchilla de Monte-Aragón,albacete
02529,Chinchilla de Monte-Aragón,albacete
02692,Chinchilla de Monte-Aragón,albacete
02695,Chinchilla de Monte-Aragón,albacete
02430,Elche de la Sierra,albacete
02439,Elche de la Sierra,albacete
02449,Elche de la Sierra,albacete
02470,Elche de la Sierra,albacete
02436,Férez,albacete
02637,Fuensanta,albacete
02651,Fuente-Álamo,albacete
02249,Fuentealbilla,albacete
02251,Fuentealbilla,albacete
02260,Fuentealbilla,albacete
02110,La Gineta,albacete
02253,Golosalvo,albacete
02400,Hellín,albacete
02409,Hellín,albacete
02420,Hellín,albacete
02490,Hellín,albacete
02498,Hellín,albacete
02499,Hellín,albacete
02162,La Herrera,albacete
02694,Higueruela,albacete
02696,Hoya-Gonzalo,albacete
02248,Jorquera,albacete
02434,Letur,albacete
02160,Lezuza,albacete
02161,Lezuza,albacete
02142,Liétor,albacete
02410,Liétor,albacete
02230,Madrigueras,albacete
02240,Mahora,albacete
02620,Minaya,albacete
02440,Molinicos,albacete
02638,Montalvos,albacete
02650,Montealegre del Castillo,albacete
02220,Motilleja,albacete
02612,Munera,albacete
02246,Navas de Jorquera,albacete
02530,Nerpio,albacete
02534,Nerpio,albacete
02535,Nerpio,albacete
02536,Nerpio,albacete
02537,Nerpio,albacete
02538,Nerpio,albacete
02539,Nerpio,albacete
02652,Ontur,albacete
02611,Ossa de Montiel,albacete
02136,Paterna del Madera,albacete
02137,Paterna del Madera,albacete
02459,Paterna del Madera,albacete
02313,Peñascosa,albacete
02120,Peñas de San Pedro,albacete
02127,Peñas de San Pedro,albacete
02311,Povedilla,albacete
02129,Pozohondo,albacete
02141,Pozohondo,albacete
02154,Pozo-Lorente,albacete
02327,Pozuelo,albacete
02450,Riópar,albacete
02462,Riópar,albacete
02331,Robledo,albacete
02332,Robledo,albacete
02340,Robledo,albacete
02630,La Roda,albacete
02316,Salobre,albacete
02326,San Pedro,albacete
02435,Socovos,albacete
02437,Socovos,albacete
02100,Tarazona de la Mancha,albacete
02500,Tobarra,albacete
02513,Tobarra,albacete
02514,Tobarra,albacete
02150,Valdeganga,albacete
02315,Vianos,albacete
02636,Villalgordo del Júcar,albacete
02270,Villamalea,albacete
02350,Villapalacios,albacete
02600,Villarrobledo,albacete
02460,Villaverde de Guadalimar,albacete
02310,Viveros,albacete
02480,Yeste,albacete
02482,Yeste,albacete
02484,Yeste,albacete
02485,Yeste,albacete
02486,Yeste,albacete
02487,Yeste,albacete
02488,Yeste,albacete
02489,Yeste,albacete
03786,l'Atzúbia,alicante
03698,Agost,alicante
03837,Agres,alicante
03569,Aigües,alicante
03340,Albatera,alicante
03723,Alcalalí,alicante
03728,Alcalalí,alicante
03841,Alcocer de Planes,alicante
03814,Alcoleja,alicante
03800,Alcoy/Alcoi,alicante
03801,Alcoy/Alcoi,alicante
03802,Alcoy/Alcoi,alicante
03803,Alcoy/Alcoi,alicante
03804,Alcoy/Alcoi,alicante
03818,Alcoy/Alcoi,alicante
03838,Alfafara,alicante
03580,l'Alfàs del Pi,alicante
03581,l'Alfàs del Pi,alicante
03169,Algorfa,alicante
03668,Algueña,alicante
03001,Alicante/Alacant,alicante
03002,Alicante/Alacant,alicante
03003,Alicante/Alacant,alicante
03004,Alicante/Alacant,alicante
03005,Alicante/Alacant,alicante
03006,Alicante/Alacant,alicante
03007,Alicante/Alacant,alicante
03008,Alicante/Alacant,alicante
03009,Alicante/Alacant,alicante
03010,Alicante/Alacant,alicante
03011,Alicante/Alacant,alicante
03012,Alicante/Alacant,alicante
03013,Alicante/Alacant,alicante
03014,Alicante/Alacant,alicante
03015,Alicante/Alacant,alicante
03016,Alicante/Alacant,alicante
03112,Alicante/Alacant,alicante
03113,Alicante/Alacant,alicante
03114,Alicante/Alacant,alicante
03115,Alicante/Alacant,alicante
03138,Alicante/Alacant,alicante
03409,Alicante/Alacant,alicante
03540,Alicante/Alacant,alicante
03559,Alicante/Alacant,alicante
03699,Alicante/Alacant,alicante
03160,Almoradí,alicante
03179,Almoradí,alicante
03827,Almudaina,alicante
03829,l'Alqueria d'Asnar,alicante
03590,Altea,alicante
03599,Altea,alicante
03680,Aspe,alicante
03812,Balones,alicante
03450,Banyeres de Mariola,alicante
03460,Beneixama,alicante
03469,Beneixama,alicante
03390,Benejúzar,alicante
03316,Benferri,alicante
03778,Beniarbeig,alicante
03517,Beniardá,alicante
03850,Beniarrés,alicante
03794,Benigembla,alicante
03759,Benidoleig,alicante
03501,Benidorm,alicante
03502,Benidorm,alicante
03503,Benidorm,alicante
03816,Benifallim,alicante
03178,Benijófar,alicante
03810,Benilloba,alicante
03516,Benimantell,alicante
03769,Benimeli,alicante
03720,Benissa,alicante
03726,Benitachell/el Poble Nou de Benitatxell,alicante
03410,Biar,alicante
03380,Bigastro,alicante
03518,Bolulla,alicante
03111,Busot,alicante
03710,Calp,alicante
03510,Callosa d'en Sarrià,alicante
03317,Callosa de Segura,alicante
03360,Callosa de Segura,alicante
03560,el Campello,alicante
03420,Castalla,alicante
03793,Castell de Castells,alicante
03158,Catral,alicante
03820,Cocentaina,alicante
03350,Cox,alicante
03330,Crevillent,alicante
03339,Crevillent,alicante
03811,Quatretondeta,alicante
03159,Daya Nueva,alicante
03177,Daya Vieja,alicante
03700,Dénia,alicante
03709,Dénia,alicante
03749,Dénia,alicante
03770,Dénia,alicante
03780,Dénia,alicante
03150,Dolores,alicante
03139,Elche/Elx,alicante
03194,Elche/Elx,alicante
03195,Elche/Elx,alicante
03201,Elche/Elx,alicante
03202,Elche/Elx,alicante
03203,Elche/Elx,alicante
03204,Elche/Elx,alicante
03205,Elche/Elx,alicante
03206,Elche/Elx,alicante
03207,Elche/Elx,alicante
03208,Elche/Elx,alicante
03290,Elche/Elx,alicante
03291,Elche/Elx,alicante
03292,Elche/Elx,alicante
03293,Elche/Elx,alicante
03294,Elche/Elx,alicante
03295,Elche/Elx,alicante
03296,Elche/Elx,alicante
03320,Elche/Elx,alicante
03600,Elda,alicante
03813,Facheca,alicante
03509,Finestrat,alicante
03740,Gata de Gorgos,alicante
03840,Gaianes,alicante
03348,Granja de Rocamora,alicante
03140,Guardamar del Segura,alicante
03688,el Fondó de les Neus/Hondón de las Nieves,alicante
03689,el Fondó de les Neus/Hondón de las Nieves,alicante
03440,Ibi,alicante
03310,Jacarilla,alicante
03727,Xaló,alicante
03730,Jávea/Xàbia,alicante
03737,Jávea/Xàbia,alicante
03738,Jávea/Xàbia,alicante
03739,Jávea/Xàbia,alicante
03100,Jijona/Xixona,alicante
03860,Lorcha/l'Orxa,alicante
03729,Llíber,alicante
03670,Monforte del Cid,alicante
03679,Monforte del Cid,alicante
03640,Monóvar/Monòver,alicante
03649,Monóvar/Monòver,alicante
03110,Mutxamel,alicante
03792,Murla,alicante
03830,Muro de Alcoy,alicante
03839,Muro de Alcoy,alicante
03660,Novelda,alicante
03530,la Nucia,alicante
03760,Ondara,alicante
03430,Onil,alicante
03790,Orba,alicante
03791,Orba,alicante
03795,Orba,alicante
03579,Orxeta,alicante
03189,Orihuela,alicante
03191,Orihuela,alicante
03192,Orihuela,alicante
03300,Orihuela,alicante
03311,Orihuela,alicante
03312,Orihuela,alicante
03313,Orihuela,alicante
03314,Orihuela,alicante
03315,Orihuela,alicante
03369,Orihuela,alicante
03750,Pedreguer,alicante
03815,Penàguila,alicante
03610,Petrer,alicante
03650,el Pinós/Pinoso,alicante
03657,el Pinós/Pinoso,alicante
03658,el Pinós/Pinoso,alicante
03659,el Pinós/Pinoso,alicante
03828,Planes,alicante
03520,Polop,alicante
03370,Redován,alicante
03578,Relleu,alicante
03170,Rojales,alicante
03669,la Romana,alicante
03638,Salinas,alicante
03550,Sant Joan d'Alacant,alicante
03193,San Miguel de Salinas,alicante
03130,Santa Pola,alicante
03690,San Vicente del Raspeig/Sant Vicent del Raspeig,alicante
03630,Sax,alicante
03724,Teulada,alicante
03725,Teulada,alicante
03109,Tibi,alicante
03108,Torremanzanas/la Torre de les Maçanes,alicante
03180,Torrevieja,alicante
03181,Torrevieja,alicante
03182,Torrevieja,alicante
03183,Torrevieja,alicante
03184,Torrevieja,alicante
03185,Torrevieja,alicante
03186,Torrevieja,alicante
03188,Torrevieja,alicante
03788,la Vall d'Alcalà,alicante
03789,la Vall d'Ebo,alicante
03787,Vall de Gallinera,alicante
03570,Villajoyosa/la Vila Joiosa,alicante
03400,Villena,alicante
03408,Villena,alicante
03639,Villena,alicante
03779,els Poblets,alicante
03190,Pilar de la Horadada,alicante
03187,Los Montesinos,alicante
03349,San Isidro,alicante
04510,Abla,almeria
04520,Abrucena,almeria
04533,Abrucena,almeria
04770,Adra,almeria
04778,Adra,almeria
04779,Adra,almeria
04857,Albánchez,almeria
04858,Albánchez,almeria
04531,Alboloduy,almeria
04558,Alboloduy,almeria
04600,Albox,almeria
04692,Albox,almeria
04800,Albox,almeria
04812,Albox,almeria
04813,Albox,almeria
04814,Albox,almeria
04480,Alcolea,almeria
04768,Alcolea,almeria
04897,Alcóntar,almeria
04898,Alcóntar,almeria
04276,Alcudia de Monteagud,almeria
04567,Alhabia,almeria
04400,Alhama de Almería,almeria
04409,Alicún,almeria
04001,Almería,almeria
04002,Almería,almeria
04003,Almería,almeria
04004,Almería,almeria
04005,Almería,almeria
04006,Almería,almeria
04007,Almería,almeria
04008,Almería,almeria
04009,Almería,almeria
04120,Almería,almeria
04130,Almería,almeria
04131,Almería,almeria
04150,Almería,almeria
04160,Almería,almeria
04458,Almócita,almeria
04568,Alsodux,almeria
04628,Antas,almeria
04629,Antas,almeria
04660,Arboleas,almeria
04888,Armuña de Almanzora,almeria
04889,Bacares,almeria
04479,Bayárcal,almeria
04288,Bédar,almeria
04289,Bédar,almeria
04410,Benahadux,almeria
04274,Benizalón,almeria
04569,Bentarique,almeria
04713,Berja,almeria
04760,Berja,almeria
04769,Berja,almeria
04450,Canjáyar,almeria
04815,Cantoria,almeria
04850,Cantoria,almeria
04140,Carboneras,almeria
04149,Carboneras,almeria
04212,Castro de Filabres,almeria
04859,Cóbdar,almeria
04610,Cuevas del Almanzora,almeria
04616,Cuevas del Almanzora,almeria
04617,Cuevas del Almanzora,almeria
04618,Cuevas del Almanzora,almeria
04619,Cuevas del Almanzora,almeria
04647,Cuevas del Almanzora,almeria
04648,Cuevas del Almanzora,almeria
04825,Chirivel,almeria
04750,Dalías,almeria
04729,Enix,almeria
04728,Felix,almeria
04869,Fines,almeria
04500,Fiñana,almeria
04460,Fondón,almeria
04560,Gádor,almeria
04280,Los Gallardos,almeria
04630,Garrucha,almeria
04549,Gérgal,almeria
04550,Gérgal,almeria
04559,Gérgal,almeria
04230,Huércal de Almería,almeria
04662,Huércal-Overa,almeria
04690,Huércal-Overa,almeria
04691,Huércal-Overa,almeria
04693,Huércal-Overa,almeria
04694,Huércal-Overa,almeria
04964,Huércal-Overa,almeria
04431,Íllar,almeria
04430,Instinción,almeria
04868,Laroya,almeria
04470,Láujar de Andarax,almeria
04271,Lubrín,almeria
04114,Lucainena de las Torres,almeria
04210,Lucainena de las Torres,almeria
04211,Lucainena de las Torres,almeria
04877,Lúcar,almeria
04887,Lúcar,almeria
04867,Macael,almeria
04838,María,almeria
04839,María,almeria
04638,Mojácar,almeria
04639,Mojácar,almeria
04540,Nacimiento,almeria
04100,Níjar,almeria
04110,Níjar,almeria
04113,Níjar,almeria
04115,Níjar,almeria
04116,Níjar,almeria
04117,Níjar,almeria
04118,Níjar,almeria
04119,Níjar,almeria
04147,Níjar,almeria
04151,Níjar,almeria
04188,Níjar,almeria
04459,Ohanes,almeria
04860,Olula del Río,almeria
04640,Oria,almeria
04810,Oria,almeria
04811,Oria,almeria
04899,Oria,almeria
04250,Pechina,almeria
04259,Pechina,almeria
04649,Pulpí,almeria
04870,Purchena,almeria
04440,Rágol,almeria
04260,Rioja,almeria
04720,Roquetas de Mar,almeria
04740,Roquetas de Mar,almeria
04741,Roquetas de Mar,almeria
04743,Roquetas de Mar,almeria
04420,Santa Fe de Mondújar,almeria
04213,Senés,almeria
04890,Serón,almeria
04878,Sierro,almeria
04248,Sorbas,almeria
04270,Sorbas,almeria
04277,Sorbas,almeria
04278,Sorbas,almeria
04279,Sorbas,almeria
04200,Tabernas,almeria
04661,Taberno,almeria
04275,Tahal,almeria
04659,Terque,almeria
04880,Tíjola,almeria
04879,Urrácal,almeria
04829,Vélez-Blanco,almeria
04830,Vélez-Blanco,almeria
04820,Vélez-Rubio,almeria
04826,Vélez-Rubio,almeria
04827,Vélez-Rubio,almeria
04828,Vélez-Rubio,almeria
04620,Vera,almeria
04240,Viator,almeria
04727,Vícar,almeria
04738,Vícar,almeria
04650,Zurgena,almeria
04530,Las Tres Villas,almeria
04532,Las Tres Villas,almeria
04700,El Ejido,almeria
04710,El Ejido,almeria
04711,El Ejido,almeria
04712,El Ejido,almeria
04715,El Ejido,almeria
04716,El Ejido,almeria
04745,La Mojonera,almeria
04746,La Mojonera,almeria
05296,Adanero,avila
05430,La Adrada,avila
05358,Albornos,avila
05580,Aldeanueva de Santa Cruz,avila
05212,Aldeaseca,avila
05593,La Aldehuela,avila
05560,Amavida,avila
05416,El Arenal,avila
05400,Arenas de San Pedro,avila
05418,Arenas de San Pedro,avila
05153,Arevalillo,avila
05200,Arévalo,avila
05340,Aveinte,avila
05357,Aveinte,avila
05001,Ávila,avila
05002,Ávila,avila
05003,Ávila,avila
05004,Ávila,avila
05005,Ávila,avila
05160,Ávila,avila
05194,Ávila,avila
05195,Ávila,avila
05197,Ávila,avila
05600,El Barco de Ávila,avila
05110,El Barraco,avila
05278,El Barraco,avila
05229,Barromán,avila
05610,Becedas,avila
05694,Becedas,avila
05162,Las Berlanas,avila
05211,Bernuy-Zapardiel,avila
05146,Blascomillán,avila
05380,Blascomillán,avila
05299,Blasconuño de Matacabras,avila
05290,Blascosancho,avila
05165,El Bohodón,avila
05630,Bohoyo,avila
05690,Bohoyo,avila
05514,Bonilla de la Sierra,avila
05570,Bonilla de la Sierra,avila
05140,Bularros,avila
05113,Burgohondo,avila
05513,Burgohondo,avila
05217,Cabezas de Alambre,avila
05148,Cabezas del Villar,avila
00548,Candeleda,avila
05480,Candeleda,avila
05489,Candeleda,avila
05320,Cardeñosa,avila
05620,La Carrera,avila
05571,Casas del Puerto,avila
05450,Casavieja,avila
05428,Casillas,avila
05429,Casillas,avila
05260,Cebreros,avila
05132,Cepeda la Mora,avila
05149,Cillán,avila
05192,La Colilla,avila
05309,Collado de Contreras,avila
05300,Crespos,avila
05414,Cuevas del Valle,avila
05141,Chamartín,avila
05215,Donvidas,avila
05370,Flores de Ávila,avila
05310,Fontiveros,avila
05427,Fresnedilla,avila
05147,Gallegos de Sobrinos,avila
05134,Garganta del Villar,avila
05460,Gavilanes,avila
05640,Gavilanes,avila
05619,Gilbuena,avila
05693,Gil García,avila
05163,Gotarrendura,avila
05417,Guisando,avila
05164,Hernansancho,avila
05196,Herradón de Pinares,avila
05268,Herradón de Pinares,avila
05294,Herradón de Pinares,avila
05131,La Hija de Dios,avila
05695,La Horcajada,avila
05696,La Horcajada,avila
05210,Horcajo de las Torres,avila
05415,El Hornillo,avila
05123,Hoyocasero,avila
05250,El Hoyo de Pinares,avila
05516,Hoyorredondo,avila
05634,Hoyos del Collado,avila
05364,Hoyos del Espino,avila
05213,Langa,avila
05490,Lanzahíta,avila
05692,El Losar del Barco,avila
05220,Madrigal de las Altas Torres,avila
05291,Maello,avila
05298,Mamblas,avila
05145,Manjabálago y Ortigosa de Rioalmar,avila
05151,Martínez,avila
05152,Martínez,avila
05461,Mijares,avila
05161,Mingorría,avila
05280,Mingorría,avila
05154,El Mirón,avila
05191,Mironcillo,avila
05410,Mombeltrán,avila
05491,Mombeltrán,avila
05540,Muñana,avila
05530,Muñogalindo,avila
05216,Nava de Arévalo,avila
05697,Nava del Barco,avila
05120,Navalmoral,avila
05240,Navalperal de Pinares,avila
05631,Navalperal de Tormes,avila
05632,Navalperal de Tormes,avila
05100,Navaluenga,avila
05122,Navaquesera,avila
05635,Navarredonda de Gredos,avila
05115,Navarrevisca,avila
05230,Las Navas del Marqués,avila
05239,Las Navas del Marqués,avila
05193,Ojos-Albos,avila
05520,Padiernos,avila
05292,Pajares de Adaja,avila
05150,Pascualcobo,avila
05470,Pedro Bernardo,avila
05500,Piedrahíta,avila
05515,Piedrahíta,avila
05440,Piedralaves,avila
05492,Poyales del Hoyo,avila
05621,Puerto Castilla,avila
05190,Riofrío,avila
05267,San Bartolomé de Pinares,avila
05289,San Esteban de los Patos,avila
05412,San Esteban del Valle,avila
05111,San Juan de la Nava,avila
05133,San Martín de la Vega del Alberche,avila
05350,San Pedro del Arroyo,avila
05413,Santa Cruz del Valle,avila
05510,Santa María del Berrocal,avila
05511,Santa María del Berrocal,avila
05581,Santa María de los Caballeros,avila
05592,Santiago del Collado,avila
05116,Serranillos,avila
05691,Solana de Ávila,avila
05130,Solosancho,avila
05198,Sotalbo,avila
05420,Sotillo de la Adrada,avila
05170,El Tiemblo,avila
05270,El Tiemblo,avila
05279,El Tiemblo,avila
05143,Valdecasa,avila
05591,Villanueva del Campillo,avila
05633,San Juan de Gredos,avila
05114,Villanueva de Ávila,avila
06713,Acedera,badajoz
06730,Acedera,badajoz
06207,Aceuchal,badajoz
06410,Aceuchal,badajoz
06940,Ahillones,badajoz
06840,Alange,badajoz
06170,La Albuera,badajoz
06510,Alburquerque,badajoz
06519,Alburquerque,badajoz
06131,Alconchel,badajoz
06393,Alconera,badajoz
06894,Aljucén,badajoz
06171,Almendral,badajoz
06200,Almendralejo,badajoz
06850,Arroyo de San Serván,badajoz
06329,Atalaya,badajoz
06920,Azuaga,badajoz
06929,Azuaga,badajoz
06001,Badajoz,badajoz
06002,Badajoz,badajoz
06003,Badajoz,badajoz
06004,Badajoz,badajoz
06005,Badajoz,badajoz
06006,Badajoz,badajoz
06007,Badajoz,badajoz
06008,Badajoz,badajoz
06009,Badajoz,badajoz
06010,Badajoz,badajoz
06011,Badajoz,badajoz
06180,Badajoz,badajoz
06181,Badajoz,badajoz
06182,Badajoz,badajoz
06183,Badajoz,badajoz
06193,Badajoz,badajoz
06194,Badajoz,badajoz
06195,Badajoz,badajoz
06160,Barcarrota,badajoz
06659,Baterno,badajoz
06428,Benquerencia de la Serena,badajoz
06429,Benquerencia de la Serena,badajoz
06613,Benquerencia de la Serena,badajoz
06615,Benquerencia de la Serena,badajoz
06930,Berlanga,badajoz
06250,Bienvenida,badajoz
06394,Bodonal de la Sierra,badajoz
06370,Burguillos del Cerro,badajoz
06600,Cabeza del Buey,badajoz
06614,Cabeza del Buey,badajoz
06293,Cabeza la Vaca,badajoz
06810,Calamonte,badajoz
06292,Calera de León,badajoz
06249,Calzadilla de los Barros,badajoz
06459,Campanario,badajoz
06460,Campanario,badajoz
06443,Campillo de Llerena,badajoz
06612,Capilla,badajoz
06488,Carmonita,badajoz
06770,Casas de Don Pedro,badajoz
06960,Casas de Reina,badajoz
06680,Castilblanco,badajoz
06420,Castuera,badajoz
06518,La Codosera,badajoz
06487,Cordobilla de Lácara,badajoz
06469,La Coronada,badajoz
06196,Corte de Peleas,badajoz
06479,Cristina,badajoz
06105,Cheles,badajoz
06820,Don Álvaro,badajoz
06400,Don Benito,badajoz
06412,Don Benito,badajoz
06711,Don Benito,badajoz
06717,Don Benito,badajoz
06197,Entrín Bajo,badajoz
06860,Esparragalejo,badajoz
06439,Esparragosa de la Serena,badajoz
06620,Esparragosa de Lares,badajoz
06390,Feria,badajoz
06340,Fregenal de la Sierra,badajoz
06660,Fuenlabrada de los Montes,badajoz
06240,Fuente de Cantos,badajoz
06980,Fuente del Arco,badajoz
06360,Fuente del Maestre,badajoz
06280,Fuentes de León,badajoz
06690,Garbayuela,badajoz
06656,Garlitos,badajoz
06870,La Garrovilla,badajoz
06910,Granja de Torrehermosa,badajoz
06470,Guareña,badajoz
06174,La Haba,badajoz
06714,La Haba,badajoz
06692,Helechosa de los Montes,badajoz
06670,Herrera del Duque,badajoz
06679,Herrera del Duque,badajoz
06441,Higuera de la Serena,badajoz
06445,Higuera de Llerena,badajoz
06132,Higuera de Vargas,badajoz
06350,Higuera la Real,badajoz
06226,Hinojosa del Valle,badajoz
06228,Hornachos,badajoz
06380,Jerez de los Caballeros,badajoz
06389,Jerez de los Caballeros,badajoz
06391,La Lapa,badajoz
06187,Lobón,badajoz
06498,Lobón,badajoz
06227,Llera,badajoz
06900,Llerena,badajoz
06468,Magacela,badajoz
06939,Maguilla,badajoz
06928,Malcocinado,badajoz
06440,Malpartida de la Serena,badajoz
06478,Manchita,badajoz
06411,Medellín,badajoz
06320,Medina de las Torres,badajoz
06413,Mengabril,badajoz
06800,Mérida,badajoz
06891,Mirandilla,badajoz
06260,Monesterio,badajoz
06291,Montemolín,badajoz
06907,Montemolín,badajoz
06908,Montemolín,badajoz
06427,Monterrubio de la Serena,badajoz
06480,Montijo,badajoz
06489,Montijo,badajoz
06499,Montijo,badajoz
06176,La Morera,badajoz
06486,La Nava de Santiago,badajoz
06731,Navalvillar de Pela,badajoz
06760,Navalvillar de Pela,badajoz
06173,Nogales,badajoz
06120,Oliva de la Frontera,badajoz
06475,Oliva de Mérida,badajoz
06100,Olivenza,badajoz
06106,Olivenza,badajoz
06107,Olivenza,badajoz
06108,Olivenza,badajoz
06109,Olivenza,badajoz
06750,Orellana de la Sierra,badajoz
06740,Orellana la Vieja,badajoz
06476,Palomas,badajoz
06610,Peñalsordo,badajoz
06919,Peraleda del Zaucejo,badajoz
06630,Puebla de Alcocer,badajoz
06490,Puebla de la Calzada,badajoz
06477,Puebla de la Reina,badajoz
06906,Puebla del Maestre,badajoz
06229,Puebla del Prior,badajoz
06191,Puebla de Obando,badajoz
06310,Puebla de Sancho Pérez,badajoz
06392,Puebla de Sancho Pérez,badajoz
06450,Quintana de la Serena,badajoz
06970,Reina,badajoz
06715,Rena,badajoz
06442,Retamal de Llerena,badajoz
06225,Ribera del Fresno,badajoz
06657,Risco,badajoz
06190,La Roca de la Sierra,badajoz
06175,Salvatierra de los Barros,badajoz
06893,San Pedro de Mérida,badajoz
06150,Santa Marta,badajoz
06230,Los Santos de Maimona,badajoz
06500,San Vicente de Alcántara,badajoz
06270,Segura de León,badajoz
06650,Siruela,badajoz
06198,Solana de los Barros,badajoz
06209,Solana de los Barros,badajoz
06640,Talarrubias,badajoz
06140,Talavera la Real,badajoz
06133,Táliga,badajoz
06658,Tamurejo,badajoz
06172,Torre de Miguel Sesmero,badajoz
06880,Torremayor,badajoz
06210,Torremejía,badajoz
06909,Trasierra,badajoz
06892,Trujillanos,badajoz
06290,Usagre,badajoz
06689,Valdecaballeros,badajoz
06474,Valdetorres,badajoz
06444,Valencia de las Torres,badajoz
06134,Valencia del Mombuey,badajoz
06330,Valencia del Ventoso,badajoz
06378,Valverde de Burguillos,badajoz
06130,Valverde de Leganés,badajoz
06927,Valverde de Llerena,badajoz
06890,Valverde de Mérida,badajoz
06458,Valle de la Serena,badajoz
06177,Valle de Matamoros,badajoz
06178,Valle de Santa Ana,badajoz
06220,Villafranca de los Barros,badajoz
06950,Villagarcía de la Torre,badajoz
06473,Villagonzalo,badajoz
06208,Villalba de los Barros,badajoz
06700,Villanueva de la Serena,badajoz
06710,Villanueva de la Serena,badajoz
06712,Villanueva de la Serena,badajoz
06718,Villanueva de la Serena,badajoz
06720,Villanueva de la Serena,badajoz
06110,Villanueva del Fresno,badajoz
